"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"65","Pierre Strong Jr. (CLE)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"66","Mike Boone (FA)","1","1","1.0","1","0","0","1","4","3","3.0","0","0","1","0.4","0.4","0.5%"
"67","Tevin Coleman (FA)","4","3","0.8","5","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"68","Alexander Mattison (MIN)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","81.8%"
"69","C.J. Ham (MIN)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"70","Jaylen Warren (PIT)","2","2","1.0","1","0","0","0","0","0","0","0","0","1","0.2","0.2","81.4%"
"71","DeeJay Dallas (SEA)","2","1","0.5","2","0","0","0","0","0","0","0","0","1","0.1","0.1","0.8%"
"72","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Ke'Shawn Vaughn (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"74","Andrew Beck (HOU)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.0","0.0","0.0%"
"75","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"77","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"78","John Lovett (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Zander Horvath (FA)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.0%"
"80","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"81","Gary Brightwell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"82","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"83","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"84","Derek Watt (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Patrick Ricard (BAL)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"86","Michael Burton (DEN)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
""
""
